"","league_id","league_name","season","league_type","franchise_count","qb_type","idp","scoring_flags","best_ball","salary_cap","player_copies","qb_count","roster_size","league_depth"
"1","140956","NarFFL Minors - Walter Payton South",2022,"redraft",12,"1QB",FALSE,"1_ppr",FALSE,FALSE,1,"1",16,192
